frame,Mis-Fire Monitor Status,Mis-Fire Counter-200 REV,Mis-Fire Counter CAT 200 Rev,Cylinder 1 FTP Mis-Fire Counter,Cylinder 2 FTP Mis-Fire Counter,Cylinder 3 FTP Mis-Fire Counter,Cylinder 4 FTP Mis-Fire Counter,Cylinder 5 FTP Mis-Fire Counter,Cylinder 6 FTP Mis-Fire Counter,Cylinder 7 FTP Mis-Fire Counter,Cylinder 8 FTP Mis-Fire Counter
273,,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
