frame,TPS 1 Volts,TPS 2 Volts,Engine Speed,Purge AirFlow,Injector Pulse Width Cylinder 1,Injector Pulse Width Cylinder 2,1/1 O2 Goal(0-1),1/1 O2 Volts(0-1)
744,0.73,4.27,834.0,0.0,1072.0,1120.0,0.47,0.04
745,0.73,4.27,829.0,0.0,1088.0,1128.0,0.51,0.04
746,0.73,4.27,829.0,0.0,2128.0,2072.0,0.53,0.06
747,1.02,3.91,938.0,0.0,3984.0,4960.0,0.67,0.63
748,0.87,4.19,1320.0,0.0,4536.0,3840.0,0.67,0.82
749,0.79,4.22,1254.0,0.0,2248.0,2112.0,0.63,0.88
750,0.75,4.25,1084.0,0.0,1544.0,1480.0,0.63,0.86
751,0.75,4.25,967.0,0.0,1240.0,1208.0,0.57,0.84
752,0.74,4.26,945.0,0.0,1096.0,1120.0,0.57,0.82
753,0.74,4.27,887.0,0.0,1016.0,1088.0,0.57,0.33
754,0.73,4.27,846.0,0.0,992.0,1048.0,0.57,0.1
755,0.74,4.26,809.0,0.0,1048.0,1144.0,0.55,0.04
756,0.74,4.27,812.0,0.01,1104.0,1160.0,0.55,0.02
757,0.73,4.27,808.0,0.01,1136.0,1216.0,0.53,0.02
758,0.73,4.27,813.0,0.01,1208.0,1224.0,0.55,0.04
759,0.73,4.27,815.0,0.01,1216.0,1216.0,0.57,0.04
760,0.73,4.27,807.0,0.01,1224.0,1264.0,0.57,0.06
761,0.73,4.27,800.0,0.01,1240.0,1256.0,0.59,0.22
762,0.73,4.27,792.0,0.01,1264.0,1200.0,0.59,0.63
763,0.73,4.27,773.0,0.01,1304.0,1224.0,0.61,0.71
764,0.73,4.27,773.0,0.01,1352.0,1280.0,0.61,0.78
765,0.74,4.26,763.0,0.01,1392.0,1304.0,0.61,0.84
766,0.75,4.25,756.0,0.01,1384.0,1384.0,0.61,0.86
767,0.76,4.24,745.0,0.01,1488.0,1528.0,0.61,0.84
768,0.77,4.23,728.0,0.01,1648.0,1656.0,0.59,0.8
769,0.77,4.23,724.0,0.01,1768.0,1752.0,0.59,0.82
770,0.78,4.22,718.0,0.01,1848.0,1880.0,0.57,0.82
771,0.79,4.22,709.0,0.01,1968.0,2144.0,0.57,0.8
772,0.79,4.21,716.0,0.01,2120.0,2304.0,0.57,0.8
773,0.8,4.2,728.0,0.01,2168.0,2400.0,0.57,0.75
774,0.8,4.2,737.0,0.01,2264.0,2288.0,0.57,0.76
775,0.81,4.19,743.0,0.01,2320.0,2360.0,0.57,0.49
776,0.81,4.19,754.0,0.02,2504.0,2416.0,0.57,0.16
777,0.81,4.19,760.0,0.03,2568.0,2456.0,0.57,0.67
778,0.81,4.19,766.0,0.03,2472.0,2632.0,0.57,0.82
779,0.78,4.23,802.0,0.03,2184.0,2376.0,0.57,0.82
780,0.73,4.27,859.0,0.03,1872.0,1968.0,0.57,0.82
781,0.73,4.27,884.0,0.03,1504.0,1528.0,0.57,0.82
782,0.74,4.27,877.0,0.03,1288.0,1344.0,0.57,0.67
783,0.74,4.27,846.0,0.03,1224.0,1184.0,0.57,0.16
784,0.74,4.27,794.0,0.03,1232.0,1184.0,0.57,0.08
785,0.75,4.25,760.0,0.03,1320.0,1256.0,0.57,0.06
786,0.77,4.23,727.0,0.04,1528.0,1488.0,0.57,0.06
787,0.78,4.22,690.0,0.04,1856.0,1872.0,0.57,0.08
788,0.78,4.22,669.0,0.04,2064.0,2088.0,0.57,0.1
789,0.78,4.22,674.0,0.04,2216.0,2200.0,0.57,0.59
790,0.79,4.21,684.0,0.04,2168.0,2320.0,0.57,0.76
791,0.79,4.21,692.0,0.05,2248.0,2384.0,0.57,0.84
792,0.79,4.21,695.0,0.05,2280.0,2416.0,0.57,0.82
793,0.79,4.21,698.0,0.05,2264.0,2264.0,0.55,0.8
794,0.79,4.21,696.0,0.05,2288.0,2264.0,0.55,0.78
795,0.78,4.22,690.0,0.05,2256.0,2256.0,0.55,0.78
796,0.78,4.22,675.0,0.05,2256.0,2240.0,0.65,0.78
797,0.78,4.22,675.0,0.05,2256.0,2576.0,0.55,0.75
798,0.86,4.13,692.0,0.05,3080.0,3400.0,0.55,0.29
799,0.91,4.08,775.0,0.0,3472.0,3712.0,0.53,0.86
800,1.01,3.98,969.0,0.0,4368.0,4536.0,0.53,0.18
801,1.06,3.94,1163.0,0.0,5272.0,5032.0,0.53,0.1
802,1.09,3.91,1276.0,0.0,5448.0,5488.0,0.53,0.78
803,1.11,3.89,1346.0,0.0,5128.0,5528.0,0.51,0.78
804,1.11,3.89,1374.0,0.0,5328.0,5136.0,0.49,0.12
805,1.11,3.88,1395.0,0.0,5400.0,5384.0,0.53,0.43
806,1.13,3.85,1420.0,0.0,5296.0,5744.0,0.53,0.31
807,1.19,3.8,1484.0,0.0,6176.0,5840.0,0.55,0.12
808,1.22,3.78,1560.0,0.0,6208.0,6336.0,0.59,0.76
809,1.33,3.66,1633.0,0.0,7704.0,7144.0,0.61,0.08
810,1.39,3.61,1757.0,0.0,8296.0,8120.0,0.67,0.82
811,1.41,3.59,1834.0,0.0,7744.0,7544.0,0.63,0.76
812,1.41,3.59,1869.0,0.0,8120.0,7360.0,0.61,0.82
813,1.36,3.65,1931.0,0.0,6920.0,6904.0,0.61,0.78
814,1.34,3.66,1944.0,0.0,6992.0,6568.0,0.61,0.25
815,1.37,3.63,1982.0,0.0,6768.0,7184.0,0.61,0.75
816,1.38,3.62,2043.0,0.0,7080.0,6712.0,0.61,0.78
817,1.38,3.62,2103.0,0.0,6672.0,7112.0,0.61,0.37
818,1.39,3.61,2207.0,0.0,6992.0,6576.0,0.61,0.82
819,1.4,3.6,2259.0,0.0,6600.0,6504.0,0.61,0.22
820,1.42,3.58,2353.0,0.0,6600.0,6920.0,0.65,0.75
821,1.44,3.56,2425.0,0.0,6976.0,6400.0,0.63,0.78
822,1.44,3.56,2496.0,0.0,6528.0,6504.0,0.61,0.61
823,1.45,3.55,2565.0,0.0,6864.0,6848.0,0.61,0.8
824,1.48,3.52,2635.0,0.0,6976.0,6536.0,0.61,0.78
825,1.5,3.5,2687.0,0.0,6688.0,6704.0,0.61,0.25
826,1.51,3.5,2365.0,0.0,7248.0,7576.0,0.61,0.78
827,1.47,3.54,2033.0,0.0,8144.0,7400.0,0.61,0.76
828,1.49,3.5,1959.0,0.0,7704.0,8144.0,0.61,0.39
829,1.57,3.4,2007.0,0.0,8800.0,8800.0,0.61,0.8
830,1.67,3.32,2060.0,0.0,9040.0,8512.0,0.67,0.73
831,1.72,3.27,2087.0,0.0,8672.0,9200.0,0.67,0.39
832,1.76,3.24,2123.0,0.0,8824.0,9256.0,0.67,0.78
833,1.79,3.2,2152.0,0.0,9352.0,8912.0,0.67,0.8
834,1.83,3.16,2169.0,0.0,8880.0,9432.0,0.67,0.22
835,1.86,3.14,2203.0,0.0,9544.0,9072.0,0.67,0.82
836,1.87,3.13,2223.0,0.0,8944.0,9544.0,0.67,0.29
837,1.87,3.13,2267.0,0.0,9016.0,9496.0,0.67,0.59
838,1.87,3.12,2284.0,0.0,8952.0,9048.0,0.67,0.76
839,1.88,3.12,2308.0,0.0,9424.0,8888.0,0.67,0.8
840,1.88,3.12,2325.0,0.0,8912.0,9496.0,0.67,0.43
841,1.88,3.12,2365.0,0.0,8904.0,9376.0,0.67,0.55
842,1.88,3.12,2385.0,0.0,8880.0,9384.0,0.67,0.75
843,1.89,3.11,2422.0,0.0,8984.0,8520.0,0.67,0.76
844,1.9,3.1,2451.0,0.0,8464.0,8552.0,0.67,0.75
845,1.9,3.09,2466.0,0.0,8464.0,8960.0,0.67,0.63
846,1.9,3.11,2484.0,0.0,8440.0,8792.0,0.61,0.61
847,1.88,3.12,2520.0,0.0,8384.0,8720.0,0.61,0.75
848,1.86,3.14,2540.0,0.0,8272.0,8624.0,0.61,0.71
849,1.84,3.15,2553.0,0.0,8608.0,8064.0,0.61,0.75
850,1.82,3.18,2541.0,0.0,8488.0,8008.0,0.61,0.76
851,1.77,3.23,2504.0,0.0,7840.0,7720.0,0.61,0.75
852,1.7,3.31,2548.0,0.0,7480.0,7808.0,0.61,0.71
853,1.63,3.38,2585.0,0.0,7064.0,7344.0,0.59,0.29
854,1.57,3.44,2631.0,0.0,6624.0,6872.0,0.59,0.82
855,1.46,3.56,2649.0,0.0,6056.0,5624.0,0.61,0.76
856,1.4,3.61,2680.0,0.0,5544.0,5120.0,0.59,0.41
857,1.37,3.63,2751.0,0.0,4976.0,5088.0,0.57,0.63
858,1.37,3.63,2762.0,0.0,5056.0,5320.0,0.59,0.65
859,1.37,3.63,2794.0,0.0,5344.0,5032.0,0.59,0.76
860,1.36,3.64,2844.0,0.0,5200.0,5224.0,0.61,0.78
861,1.36,3.65,2831.0,0.0,5080.0,4856.0,0.59,0.2
862,1.27,3.76,2125.0,0.0,5144.0,5224.0,0.59,0.82
863,1.16,3.84,1753.0,0.0,4760.0,4544.0,0.57,0.8
864,1.16,3.84,1749.0,0.0,4304.0,4648.0,0.55,0.1
865,1.17,3.82,1788.0,0.0,5008.0,5288.0,0.59,0.04
866,1.32,3.68,1829.0,0.0,6752.0,6816.0,0.63,0.06
867,1.36,3.64,1830.0,0.0,7560.0,7000.0,0.67,0.8
868,1.36,3.64,1772.0,0.0,7232.0,7440.0,0.67,0.24
869,1.35,3.65,1770.0,0.0,7752.0,7016.0,0.67,0.76
870,1.38,3.62,1773.0,0.0,7536.0,7664.0,0.65,0.31
871,1.41,3.59,1791.0,0.0,8216.0,7552.0,0.63,0.8
872,1.42,3.58,1797.0,0.0,7704.0,7992.0,0.63,0.45
873,1.42,3.58,1810.0,0.0,8248.0,8032.0,0.63,0.76
874,1.43,3.57,1815.0,0.0,8176.0,7744.0,0.61,0.76
875,1.43,3.57,1837.0,0.0,7840.0,8056.0,0.61,0.47
876,1.44,3.56,1843.0,0.0,8216.0,7800.0,0.61,0.8
877,1.44,3.57,1845.0,0.0,7416.0,7352.0,0.59,0.76
878,1.28,3.72,1856.0,0.0,6256.0,6176.0,0.57,0.78
879,1.27,3.73,1870.0,0.0,6008.0,6376.0,0.57,0.47
880,1.43,3.54,1884.0,0.0,8000.0,7544.0,0.61,0.06
881,1.52,3.48,1900.0,0.0,8912.0,8688.0,0.63,0.78
882,1.54,3.46,1901.0,0.0,8456.0,8336.0,0.61,0.78
883,1.55,3.45,1913.0,0.0,8416.0,8288.0,0.61,0.73
884,1.56,3.44,1927.0,0.0,8680.0,8264.0,0.61,0.24
885,1.57,3.43,1948.0,0.0,8264.0,8688.0,0.61,0.55
886,1.57,3.43,1957.0,0.0,8728.0,8392.0,0.61,0.78
887,1.58,3.41,1970.0,0.0,8280.0,8328.0,0.61,0.16
888,1.59,3.41,1982.0,0.0,8040.0,8520.0,0.61,0.71
889,1.59,3.41,2001.0,0.0,8376.0,8392.0,0.61,0.75
890,1.37,3.74,2002.0,0.0,5920.0,5448.0,0.59,0.84
891,0.9,4.11,1993.0,0.0,2656.0,2448.0,0.53,0.86
892,0.85,4.17,1995.0,0.0,1152.0,1136.0,0.53,0.84
893,0.81,4.19,1978.0,0.0,656.0,752.0,0.43,0.82
894,0.81,4.19,2014.0,0.0,544.0,640.0,0.43,0.82
895,0.82,4.19,1999.0,0.0,472.0,584.0,0.43,0.76
896,0.82,4.18,1992.0,0.0,456.0,584.0,0.43,0.08
897,0.82,4.18,1996.0,0.0,496.0,616.0,0.43,0.06
898,0.82,4.18,1995.0,0.0,512.0,640.0,0.45,0.04
899,0.82,4.18,1977.0,0.0,536.0,656.0,0.45,0.02
900,0.82,4.18,1892.0,0.0,592.0,704.0,0.43,0.04
901,0.8,4.2,1780.0,0.0,592.0,720.0,0.43,0.04
902,0.79,4.21,1565.0,0.0,600.0,648.0,0.37,0.1
903,0.78,4.21,1450.0,0.0,720.0,856.0,0.37,0.08
904,0.81,4.19,1488.0,0.0,872.0,920.0,0.37,0.08
905,0.77,4.23,1481.0,0.0,736.0,776.0,0.37,0.65
906,0.79,4.21,1455.0,0.0,688.0,768.0,0.37,0.71
907,0.79,4.21,1451.0,0.0,704.0,760.0,0.37,0.06
908,0.79,4.21,1455.0,0.0,720.0,840.0,0.39,0.04
909,0.8,4.2,1462.0,0.0,728.0,840.0,0.39,0.04
910,0.8,4.2,1471.0,0.0,752.0,872.0,0.41,0.04
911,0.8,4.21,1459.0,0.0,712.0,688.0,0.41,0.04
912,0.8,4.21,1407.0,0.0,712.0,0.0,0.41,0.04
913,0.8,4.2,1347.0,0.0,0.0,0.0,0.41,0.0
914,0.8,4.21,1437.0,0.0,0.0,0.0,0.41,0.0
915,0.79,4.21,1476.0,0.0,0.0,0.0,0.41,0.0
916,0.79,4.21,1473.0,0.0,0.0,0.0,0.41,0.0
917,0.79,4.21,1472.0,0.0,0.0,0.0,0.41,-0.02
918,0.79,4.21,1470.0,0.0,0.0,0.0,0.41,0.0
919,0.79,4.21,1469.0,0.0,0.0,0.0,0.41,0.0
920,0.79,4.22,1464.0,0.0,0.0,0.0,0.41,0.0
921,0.78,4.22,1461.0,0.0,0.0,0.0,0.41,0.0
922,0.79,4.22,1453.0,0.0,0.0,0.0,0.41,0.0
923,0.79,4.22,1448.0,0.0,0.0,0.0,0.41,-0.02
924,0.78,4.22,1453.0,0.0,0.0,0.0,0.41,0.0
925,0.78,4.22,1436.0,0.0,0.0,0.0,0.41,-0.02
926,0.78,4.21,1439.0,0.0,240.0,72.0,0.41,0.0
927,1.26,3.74,1463.0,0.0,5208.0,0.0,0.41,0.0
928,1.3,3.7,1638.0,0.0,7488.0,7864.0,0.41,0.02
929,1.35,3.65,1771.0,0.0,8704.0,8904.0,0.41,0.78
930,1.31,3.71,1855.0,0.0,7072.0,6704.0,0.41,0.88
931,1.06,3.95,1671.0,0.0,4232.0,3752.0,0.61,0.88
932,0.8,4.21,1468.0,0.0,2136.0,1888.0,0.57,0.88
933,0.78,4.22,1480.0,0.0,1192.0,1184.0,0.55,0.84
934,0.75,4.25,1455.0,0.0,744.0,728.0,0.43,0.82
935,0.78,4.23,1376.0,0.0,0.0,608.0,0.43,0.08
936,0.78,4.22,1333.0,0.0,0.0,648.0,0.43,0.02
937,0.78,4.22,1354.0,0.0,0.0,0.0,0.43,0.0
938,0.78,4.22,1482.0,0.0,0.0,0.0,0.43,0.0
939,0.78,4.22,1459.0,0.0,0.0,0.0,0.43,0.0
940,0.78,4.22,1448.0,0.0,0.0,0.0,0.43,-0.02
941,0.78,4.22,1439.0,0.0,0.0,0.0,0.43,-0.02
942,0.78,4.22,1433.0,0.0,0.0,0.0,0.43,-0.02
943,0.78,4.22,1426.0,0.0,0.0,0.0,0.43,-0.02
944,0.78,4.22,1410.0,0.0,0.0,0.0,0.43,-0.02
945,0.78,4.22,1403.0,0.0,0.0,0.0,0.43,-0.02
946,0.78,4.22,1406.0,0.0,0.0,0.0,0.43,-0.02
947,0.78,4.22,1400.0,0.0,0.0,0.0,0.43,-0.02
948,1.05,3.9,1382.0,0.0,192.0,4408.0,0.43,-0.02
949,1.56,3.45,1842.0,0.0,10304.0,10264.0,0.43,0.84
950,1.44,3.57,1789.0,0.0,8832.0,8064.0,0.67,0.9
951,0.83,4.2,1456.0,0.0,3296.0,3096.0,0.55,0.92
952,0.77,4.23,1415.0,0.0,1704.0,1520.0,0.53,0.86
953,0.75,4.25,1422.0,0.0,1048.0,944.0,0.43,0.82
954,0.75,4.25,1391.0,0.0,720.0,760.0,0.41,0.75
955,0.77,4.23,1348.0,0.0,656.0,624.0,0.41,0.08
956,0.78,4.22,1261.0,0.0,0.0,680.0,0.41,0.02
957,0.78,4.22,1267.0,0.0,0.0,712.0,0.41,0.0
958,0.78,4.22,1364.0,0.0,0.0,0.0,0.41,0.0
959,0.78,4.23,1374.0,0.0,0.0,0.0,0.41,-0.02
960,0.78,4.22,1372.0,0.0,0.0,0.0,0.41,-0.02
961,0.78,4.22,1367.0,0.0,0.0,0.0,0.41,-0.02
962,0.95,4.05,1348.0,0.0,24.0,1888.0,0.41,-0.02
963,0.97,4.03,1374.0,0.0,0.0,2888.0,0.41,0.0
964,0.95,4.05,1436.0,0.0,3032.0,2912.0,0.41,0.06
965,0.97,4.03,1444.0,0.0,3208.0,3152.0,0.41,0.65
966,0.86,4.15,1428.0,0.0,2312.0,2376.0,0.41,0.78
967,0.8,4.21,1377.0,0.0,1576.0,1600.0,0.41,0.82
968,0.77,4.24,1340.0,0.0,1096.0,1080.0,0.41,0.84
969,0.77,4.23,1317.0,0.0,864.0,832.0,0.41,0.84
970,0.78,4.22,1319.0,0.0,712.0,680.0,0.41,0.14
971,0.78,4.22,1268.0,0.0,0.0,696.0,0.41,0.02
972,0.79,4.22,1312.0,0.0,0.0,0.0,0.41,0.0
973,0.78,4.22,1314.0,0.0,104.0,24.0,0.41,0.0
974,1.05,3.94,1337.0,0.0,2832.0,2776.0,0.41,0.0
975,0.81,4.2,1322.0,0.0,1840.0,1776.0,0.41,0.0
976,0.77,4.23,1297.0,0.0,1376.0,1304.0,0.41,0.0
977,0.76,4.24,1307.0,0.0,1040.0,944.0,0.41,0.06
978,0.78,4.22,1276.0,0.0,928.0,888.0,0.41,0.04
979,0.79,4.21,1243.0,0.0,1040.0,1000.0,0.41,0.04
980,0.79,4.21,1258.0,0.0,1088.0,1040.0,0.41,0.06
981,0.78,4.22,1269.0,0.0,1600.0,1872.0,0.41,0.27
982,0.98,3.99,1362.0,0.0,3216.0,3376.0,0.41,0.75
983,0.97,4.09,1482.0,0.0,3120.0,2736.0,0.41,0.88
984,0.8,4.21,1344.0,0.0,1928.0,1880.0,0.61,0.92
985,0.77,4.23,1315.0,0.0,1256.0,1120.0,0.47,0.9
986,0.77,4.23,1266.0,0.0,944.0,872.0,0.45,0.88
987,0.78,4.22,1237.0,0.0,928.0,880.0,0.43,0.84
988,0.78,4.22,1239.0,0.0,912.0,944.0,0.43,0.75
989,0.79,4.22,1260.0,0.0,912.0,0.0,0.43,0.14
990,0.79,4.22,1178.0,0.0,792.0,0.0,0.43,0.04
991,0.78,4.22,1132.0,0.0,0.0,0.0,0.43,0.02
992,0.77,4.23,1177.0,0.0,0.0,0.0,0.43,0.0
993,0.77,4.23,1245.0,0.0,0.0,0.0,0.43,0.0
994,0.78,4.23,1229.0,0.0,0.0,0.0,0.43,0.0
995,0.77,4.23,1221.0,0.0,0.0,0.0,0.43,-0.02
996,0.77,4.23,1205.0,0.0,0.0,0.0,0.43,-0.02
997,0.77,4.23,1186.0,0.0,0.0,0.0,0.43,-0.02
998,0.77,4.23,1168.0,0.0,0.0,0.0,0.43,-0.02
999,0.76,4.24,1157.0,0.0,0.0,0.0,0.43,-0.02
1000,0.76,4.24,1154.0,0.0,0.0,0.0,0.43,-0.02
1001,0.76,4.24,1145.0,0.0,0.0,0.0,0.43,-0.02
1002,0.76,4.25,1127.0,0.0,0.0,0.0,0.43,-0.02
1003,0.76,4.24,1114.0,0.0,0.0,0.0,0.43,-0.02
1004,0.76,4.25,1099.0,0.0,0.0,0.0,0.43,-0.02
1005,0.75,4.25,1084.0,0.0,0.0,0.0,0.43,-0.02
1006,0.75,4.26,1071.0,0.0,0.0,0.0,0.43,-0.02
1007,0.75,4.26,1067.0,0.0,0.0,0.0,0.43,-0.02
1008,0.75,4.26,1055.0,0.0,0.0,0.0,0.43,-0.02
1009,0.74,4.26,1023.0,0.0,0.0,0.0,0.43,-0.02
1010,0.74,4.26,1018.0,0.0,936.0,0.0,0.43,0.0
1011,0.74,4.27,960.0,0.0,912.0,0.0,0.43,0.0
1012,0.73,4.27,897.0,0.0,1136.0,1088.0,0.43,0.0
1013,0.73,4.27,912.0,0.0,1144.0,1120.0,0.43,0.0
1014,0.73,4.27,950.0,0.0,1168.0,1136.0,0.43,0.02
1015,0.74,4.27,947.0,0.0,1136.0,1112.0,0.43,0.02
1016,0.73,4.27,937.0,0.0,1216.0,1184.0,0.43,0.06
1017,0.73,4.27,919.0,0.0,1208.0,1168.0,0.43,0.45
1018,0.73,4.27,911.0,0.0,1192.0,1168.0,0.43,0.65
1019,0.73,4.27,898.0,0.0,1208.0,1184.0,0.43,0.73
1020,0.73,4.27,889.0,0.0,1232.0,1104.0,0.43,0.8
1021,0.73,4.27,872.0,0.0,1216.0,1128.0,0.43,0.86
1022,0.72,4.28,866.0,0.0,1208.0,1120.0,0.43,0.88
1023,0.73,4.28,860.0,0.0,1192.0,1104.0,0.43,0.9
1024,0.83,4.17,852.0,0.0,1728.0,1656.0,0.43,0.9
1025,0.86,4.14,912.0,0.0,2264.0,2264.0,0.43,0.9
1026,0.88,4.11,996.0,0.04,2680.0,2656.0,0.55,0.88
1027,0.9,4.18,1105.0,0.04,2624.0,2536.0,0.63,0.88
1028,0.77,4.23,1185.0,0.04,1912.0,1712.0,0.61,0.9
1029,0.75,4.25,1117.0,0.04,1360.0,1320.0,0.59,0.9
1030,0.75,4.25,1081.0,0.0,1128.0,1168.0,0.47,0.9
1031,0.75,4.25,1018.0,0.0,1096.0,1080.0,0.43,0.88
1032,0.74,4.26,971.0,0.0,976.0,960.0,0.43,0.84
1033,0.73,4.27,887.0,0.0,904.0,920.0,0.43,0.76
1034,0.74,4.26,825.0,0.0,1000.0,1000.0,0.41,0.33
1035,0.74,4.27,833.0,0.0,1056.0,1152.0,0.39,0.12
1036,0.73,4.27,837.0,0.0,1048.0,1160.0,0.37,0.06
1037,0.73,4.27,852.0,0.0,1056.0,1136.0,0.37,0.04
1038,0.73,4.27,837.0,0.0,1048.0,1144.0,0.37,0.04
1039,0.73,4.27,825.0,0.0,1152.0,1136.0,0.37,0.04
1040,0.73,4.27,836.0,0.0,1136.0,1072.0,0.37,0.06
1041,0.73,4.27,841.0,0.0,1160.0,1072.0,0.37,0.06
1042,0.73,4.27,828.0,0.0,1176.0,1048.0,0.37,0.14
1043,0.73,4.27,824.0,0.0,1152.0,1056.0,0.37,0.53
1044,0.73,4.27,816.0,0.0,1080.0,1152.0,0.37,0.57
1045,0.73,4.27,823.0,0.0,1088.0,1144.0,0.37,0.24
1046,0.73,4.27,813.0,0.0,1120.0,1168.0,0.37,0.04
1047,0.73,4.27,822.0,0.0,1112.0,1200.0,0.37,0.04
1048,0.73,4.27,817.0,0.0,1224.0,1208.0,0.37,0.06
1049,0.73,4.27,827.0,0.0,1224.0,1208.0,0.37,0.08
1050,0.73,4.27,819.0,0.0,1248.0,1144.0,0.37,0.22
1051,0.73,4.27,802.0,0.0,1248.0,1136.0,0.37,0.55
1052,0.73,4.27,797.0,0.0,1288.0,1184.0,0.37,0.65
1053,0.73,4.27,793.0,0.0,1312.0,1208.0,0.37,0.73
1054,0.73,4.27,776.0,0.0,1264.0,1344.0,0.37,0.78
1055,0.74,4.26,760.0,0.0,1312.0,1408.0,0.37,0.82
1056,0.77,4.23,740.0,0.0,1528.0,1664.0,0.37,0.8
1057,0.77,4.22,713.0,0.0,1712.0,1872.0,0.49,0.76
1058,0.78,4.21,693.0,0.0,1872.0,1960.0,0.49,0.76
1059,0.79,4.21,688.0,0.0,1992.0,2112.0,0.49,0.76
1060,0.8,4.2,687.0,0.0,2200.0,2288.0,0.49,0.78
1061,0.8,4.2,706.0,0.01,2328.0,2392.0,0.49,0.76
1062,0.81,4.19,729.0,0.01,2416.0,2472.0,0.49,0.73
1063,0.81,4.19,753.0,0.01,2472.0,2496.0,0.49,0.73
1064,0.81,4.19,760.0,0.01,2480.0,2536.0,0.49,0.63
1065,0.82,4.19,763.0,0.01,2544.0,2496.0,0.49,0.39
1066,0.8,4.21,790.0,0.01,2600.0,2328.0,0.51,0.16
1067,0.74,4.27,845.0,0.01,2088.0,1888.0,0.51,0.82
1068,0.74,4.26,880.0,0.01,1592.0,1536.0,0.49,0.88
1069,0.74,4.26,872.0,0.01,1384.0,1352.0,0.49,0.76
1070,0.74,4.26,845.0,0.01,1272.0,1280.0,0.47,0.22
1071,0.74,4.26,812.0,0.01,1256.0,1304.0,0.47,0.12
1072,0.74,4.26,789.0,0.01,1272.0,1328.0,0.47,0.08
1073,0.75,4.25,767.0,0.01,1328.0,1416.0,0.49,0.06
1074,0.76,4.25,747.0,0.01,1456.0,1520.0,0.49,0.06
1075,0.75,4.25,748.0,0.01,1632.0,1640.0,0.49,0.06
1076,0.75,4.25,746.0,0.02,1640.0,1632.0,0.51,0.06
1077,0.74,4.26,743.0,0.03,1656.0,1536.0,0.51,0.1
1078,0.74,4.26,745.0,0.03,1640.0,1488.0,0.51,0.65
1079,0.74,4.26,743.0,0.03,1608.0,1480.0,0.51,0.78
1080,0.74,4.26,743.0,0.03,1584.0,1448.0,0.51,0.86
1081,0.74,4.26,743.0,0.03,1472.0,1424.0,0.49,0.88
1082,0.74,4.26,742.0,0.03,1464.0,1408.0,0.49,0.88
1083,0.76,4.24,757.0,0.03,1560.0,1512.0,0.47,0.88
1084,0.76,4.24,772.0,0.03,1544.0,1456.0,0.47,0.88
1085,0.76,4.24,768.0,0.03,1536.0,1464.0,0.47,0.88
1086,0.76,4.24,778.0,0.03,1528.0,1480.0,0.47,0.86
1087,0.81,4.19,802.0,0.03,1728.0,1824.0,0.47,0.8
1088,0.82,4.18,849.0,0.03,1936.0,2024.0,0.47,0.67
1089,0.84,4.16,879.0,0.03,2160.0,2288.0,0.47,0.14
1090,0.85,4.15,921.0,0.04,2440.0,2296.0,0.47,0.08
1091,0.85,4.15,988.0,0.09,2480.0,2352.0,0.47,0.2
1092,0.85,4.15,1015.0,0.11,2440.0,2384.0,0.47,0.71
1093,0.81,4.21,1030.0,0.12,1960.0,2128.0,0.47,0.78
1094,0.78,4.22,1019.0,0.12,1632.0,1624.0,0.47,0.78
1095,0.79,4.22,1014.0,0.12,1472.0,1504.0,0.47,0.8
1096,0.79,4.21,1027.0,0.12,1384.0,1424.0,0.47,0.82
1097,0.79,4.21,1038.0,0.12,1352.0,1408.0,0.47,0.78
1098,0.8,4.19,1037.0,0.12,1376.0,1432.0,0.47,0.22
1099,0.82,4.18,1048.0,0.12,1552.0,1480.0,0.47,0.1
1100,0.82,4.18,1055.0,0.13,1592.0,1504.0,0.47,0.08
1101,0.82,4.18,1048.0,0.13,1656.0,1656.0,0.47,0.06
1102,0.82,4.18,1061.0,0.13,1680.0,1688.0,0.47,0.1
1103,0.8,4.2,1062.0,0.14,1672.0,1632.0,0.47,0.53
1104,0.8,4.2,1047.0,0.14,1488.0,1576.0,0.47,0.75
1105,0.8,4.2,1043.0,0.14,1464.0,1568.0,0.47,0.82
1106,0.81,4.19,1048.0,0.14,1472.0,1552.0,0.47,0.82
1107,0.93,4.06,1050.0,0.14,2040.0,2168.0,0.45,0.76
1108,0.87,4.15,1148.0,0.14,2144.0,2136.0,0.45,0.73
1109,0.79,4.21,1081.0,0.14,1704.0,1840.0,0.45,0.8
1110,0.8,4.2,1064.0,0.14,1504.0,1680.0,0.45,0.76
1111,0.81,4.2,1068.0,0.14,1416.0,1488.0,0.45,0.25
1112,0.81,4.19,1052.0,0.14,1520.0,1456.0,0.45,0.12
1113,0.8,4.2,1055.0,0.14,1496.0,1432.0,0.47,0.16
1114,0.81,4.19,1053.0,0.15,1480.0,1504.0,0.47,0.57
1115,0.81,4.19,1046.0,0.15,1400.0,1504.0,0.47,0.69
1116,0.81,4.19,1050.0,0.15,1408.0,1528.0,0.47,0.22
1117,0.81,4.19,1049.0,0.15,1408.0,1536.0,0.47,0.06
1118,0.8,4.2,1050.0,0.15,1496.0,1504.0,0.47,0.06
1119,0.77,4.23,1030.0,0.16,1296.0,1232.0,0.47,0.63
1120,0.77,4.23,984.0,0.16,1256.0,1200.0,0.47,0.76
1121,0.76,4.25,953.0,0.16,1192.0,1104.0,0.47,0.82
1122,0.75,4.26,888.0,0.16,1112.0,1040.0,0.47,0.86
1123,0.75,4.25,828.0,0.16,1024.0,1024.0,0.45,0.84
